"nr";"memo";"materiaal";"bijzonderheden";"omschrijving";"korte_omschrijving";"aub";"hoofd_aanvraag";"soort";"groep";"selectie";"versie_opname";"versie_mutatie";"versie_vervallen";"toelichting";"vraag_type";"decimalen";"eenheid";"abs_min";"abs_max";"ref_min";"ref_max";"antwoordenlijst";"formule";"materiaal_info";"bijzonderheden_info";"aub_info";"groep_info";"formule_uitleg"
1589;"ADFR";"AO";"";"ademhalingsfrequentie";"ademhfreq";"B";"";"D";"BM";"2";7;11;NA;NA;"NM";0;"x/min";0;200;NA;20;"";NA;"overig lichamelijk onderzoek";NA;"Beide";"biometrie";NA
2159;"ADVI";"DF";"";"adenovirus Ag. feces";"ADVAg.fec";"B";"";"L";"IM";"3";9;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"feces";NA;"Beide";"immunologie/serologie";NA
13;"ADVI";"B";"";"adenovirus antistoffen";"ADV.as";"B";"";"L";"IM";"4";3;20;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"immunologie/serologie";NA
3099;"ADVI";"B";"T1";"adenovirus antistoffen (1e monster,gprd)";"ADV.as 1e";"B";"";"L";"IM";"4";16;20;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"tijdstip 1";"Beide";"immunologie/serologie";NA
3098;"ADVI";"B";"KW";"adenovirus antistoffen kwantitatief";"ADV.as kw";"B";"";"L";"IM";"4";16;20;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"kwantitatief";"Beide";"immunologie/serologie";NA
3534;"ADVP";"DF";"";"adenovirus DNA feces (PCR)";"adenPCRfc";"B";"";"L";"IM";"4";21;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"feces";NA;"Beide";"immunologie/serologie";NA
3503;"ADVP";"RK";"";"adenovirus DNA keel (PCR)";"adenPCRke";"B";"";"L";"IM";"4";21;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"keelwat";NA;"Beide";"immunologie/serologie";NA
3518;"ADVP";"RS";"";"adenovirus DNA sputum (PCR)";"adenPCRsp";"B";"";"L";"IM";"4";21;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sputum";NA;"Beide";"immunologie/serologie";NA
2885;"ADVA";"B";"";"adenovirus IgA";"ADV.IgA";"B";"";"L";"IM";"4";15;20;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"immunologie/serologie";NA
2886;"ADVA";"B";"KW";"adenovirus IgA kwantitatief";"ADV.IgAkw";"B";"";"L";"IM";"4";15;20;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"kwantitatief";"Beide";"immunologie/serologie";NA
12;"ADVG";"B";"";"adenovirus IgG";"ADV.IgG";"B";"";"L";"IM";"4";3;20;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"immunologie/serologie";NA
2887;"ADVG";"B";"KW";"adenovirus IgG kwantitatief";"ADV.IgGkw";"B";"";"L";"IM";"4";15;20;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"kwantitatief";"Beide";"immunologie/serologie";NA
14;"ADVM";"B";"";"adenovirus IgM";"ADV.IgM";"B";"";"L";"IM";"4";3;20;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"immunologie/serologie";NA
2888;"ADVM";"B";"KW";"adenovirus IgM kwantitatief";"ADV.IgMkw";"B";"";"L";"IM";"4";15;20;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"kwantitatief";"Beide";"immunologie/serologie";NA
2804;"ADME";"AQ";"";"adequate medicatie-inname";"adeqmedin";"B";"";"D";"AA";"2";14;21;NA;"Indruk van de zorgverlener t.a.v. de adequaatheid van de medicatie-inname door de patiënt.";"EK";NA;"";NA;NA;NA;2;"132 - nvt/ja/nee/onduidelijk";NA;"algemeen, anamnese/plan";NA;"Beide";"anamnese";NA
2844;"ADKZ";"AQ";"";"ADL-Katz-score";"ADLKatz";"B";"";"D";"AA";"3";15;NA;NA;"Totaal score (4-24) op de 6 vragen met per vraag de score 1-4. (Katz S., Down, TD, Cash, HR, et al. Progress in the development of the index of ADL. Gerontologist 1970;10:20-30).";"NM";0;"";4;24;NA;NA;"";NA;"algemeen, anamnese/plan";NA;"Beide";"anamnese";NA
9;"ADRN";"B";"";"adrenaline";"adrenalin";"B";"";"L";"KC";"4";3;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"klinische chemie";NA
2977;"ADKR";"UE";"MI";"adrenaline /creatinine urine 24u";"adr/c u24";"B";"";"L";"KC";"4";15;30;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"urine 24 uurs";"meting: index, quotiënt, ratio";"Beide";"klinische chemie";NA
1988;"ADRN";"U";"";"adrenaline urine";"adrenur";"B";"";"L";"KC";"4";7;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"urine";NA;"Beide";"klinische chemie";NA
2976;"ADRN";"UE";"";"adrenaline urine 24u";"adren u24";"B";"";"L";"KC";"4";15;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"urine 24 uurs";NA;"Beide";"klinische chemie";NA
7;"ACTH";"B";"";"adrenocorticotroophormoon";"ACTH";"B";"";"L";"KC";"3";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"klinische chemie";NA
3255;"ADAG";"AQ";"";"advies alcoholgebruik gegeven";"advalcgeb";"B";"";"D";"TH";"2";17;21;NA;NA;"JA";NA;"";NA;NA;NA;NA;"";NA;"algemeen, anamnese/plan";NA;"Beide";"therapie";NA
3252;"ADDW";"AQ";"";"advies dagelijks wegen gegeven";"";"B";"";"P";"TH";"4";17;NA;NA;NA;"JA";NA;"";NA;NA;NA;NA;"";NA;"algemeen, anamnese/plan";NA;"Beide";"therapie";NA
2717;"FSFU";"FZ";"";"advies follow-up fundusscreening DM2";"advFUfund";"B";"";"D";"ZP";"2";13;31;NA;NA;"EK";NA;"";NA;NA;NA;NA;"119 - folluwup fundusscopie";NA;"oog, zorgproces";NA;"Beide";"zorgproces";NA
1812;"ADGW";"TQ";"";"advies gewichtsreductie gegeven";"advgewred";"B";"";"D";"TH";"2";7;NA;NA;NA;"JA";NA;"";NA;NA;NA;NA;"";NA;"endocriene klieren/metab., anamnese/plan";NA;"Beide";"therapie";NA
2137;"ADVD";"AQ";"";"advies gezonde voeding gegeven";"advvoedng";"B";"";"D";"TH";"2";9;31;NA;"Geef hier aan dat een advies voor gezonde voeding is gegeven, conform het actuele voedingsadvies van het voedingscentrum (‘Schijf van vijf’).";"JA";NA;"";NA;NA;NA;NA;"";NA;"algemeen, anamnese/plan";NA;"Beide";"therapie";NA
1815;"ADGV";"AQ";"";"advies griepvaccinatie gegeven";"advgriepv";"B";"";"D";"TH";"2";7;NA;NA;NA;"JA";NA;"";NA;NA;NA;NA;"";NA;"algemeen, anamnese/plan";NA;"Beide";"therapie";NA
3464;"ADGC";"AQ";"";"advies halfjaarl. gebitscontrole gegeven";"advgebit";"B";"";"D";"TH";"2";20;NA;NA;NA;"JA";NA;"";NA;NA;NA;NA;"";NA;"algemeen, anamnese/plan";NA;"Beide";"therapie";NA
1816;"ADLB";"AQ";"";"advies lichaamsbeweging gegeven";"advbewegn";"B";"";"D";"TH";"2";7;NA;NA;NA;"JA";NA;"";NA;NA;NA;NA;"";NA;"algemeen, anamnese/plan";NA;"Beide";"therapie";NA
3254;"ADNB";"AQ";"";"advies natriumbeperking gegeven";"advNAbep";"B";"";"D";"TH";"2";17;20;NA;NA;"JA";NA;"";NA;NA;NA;NA;"";NA;"algemeen, anamnese/plan";NA;"Beide";"therapie";NA
2004;"ADNV";"AQ";"";"advies nicotinevervangende middelen";"";"B";"";"P";"TH";"4";8;NA;NA;NA;"JA";NA;"";NA;NA;NA;NA;"";NA;"algemeen, anamnese/plan";NA;"Beide";"therapie";NA
1825;"ADSA";"ZQ";"";"advies sanering slaapkamer/huis gegeven";"advsanern";"B";"";"D";"TH";"2";7;NA;NA;"Een saneringsadvies slaapkamer/huis bevat, afhankelijk van de prikkels waarop de patiënt regareert, de volgende onderdelen: het bestrijden van de huisstofmijt, eventueel weg doen van huisdieren, niet in huis roken en het tegengaan van (andere) aspecifieke prikkels.";"JA";NA;"";NA;NA;NA;NA;"";NA;"sociale omstandigheden, anamnese/plan";NA;"Beide";"therapie";NA
1814;"ADMI";"AQ";"";"advies stoppen met roken gegeven";"advstopro";"B";"";"D";"TH";"2";7;NA;NA;NA;"JA";NA;"";NA;NA;NA;NA;"";NA;"algemeen, anamnese/plan";NA;"Beide";"therapie";NA
3253;"ADVB";"AQ";"";"advies vochtbeperking gegeven";"";"B";"";"P";"TH";"4";17;NA;NA;NA;"JA";NA;"";NA;NA;NA;NA;"";NA;"algemeen, anamnese/plan";NA;"Beide";"therapie";NA
1813;"ADVD";"TQ";"";"advies voeding (DM2) gegeven";"";"B";"";"P";"TH";"4";7;NA;NA;"Een voedingsadvies voor een diabetespatiënt bevat de volgende elementen: de energie-inname, de verdeling van koolhydraten over de dag, beperking van verzadigde en transonverzadigde vetzuren, matige eiwitinname, voldoende voedingsvezel, voldoende anti-oxidanten, vitamines en mineralen, matig zoutgebruik en matig alcoholgebruik.";"JA";NA;"";NA;NA;NA;NA;"";NA;"endocriene klieren/metab., anamnese/plan";NA;"Beide";"therapie";NA
2002;"STDA";"AZ";"";"afgesproken stopdatum";"";"B";"";"P";"TH";"4";8;NA;NA;NA;"DT";NA;"";NA;NA;NA;NA;"";NA;"algemeen, zorgproces";NA;"Beide";"therapie";NA
3968;"WAFM";"SA";"";"afmetingen van de wond";"wondAfmet";"B";"";"D";"IN";"2";31;NA;NA;NA;"VT";NA;"";NA;NA;NA;NA;"";NA;"huid, algemeen";NA;"Beide";"inspectie";NA
2039;"AFFU";"AZ";"";"afspraak follow-up (roken)";"";"B";"";"P";"TH";"4";8;13;NA;NA;"EK";NA;"";NA;NA;NA;NA;"69 - follow-up tabaksverslaving";NA;"algemeen, zorgproces";NA;"Beide";"therapie";NA
1826;"ASZA";"RZ";"";"afspraken zelfcontr./-behandeling(astma)";"";"B";"";"P";"TH";"4";7;NA;NA;NA;"VT";NA;"";NA;NA;NA;NA;"";NA;"luchtwegen, zorgproces";NA;"Beide";"therapie";NA
2061;"AFAU";"KH";"";"afwijkingen auscultatie hart";"afw.ausha";"B";"";"D";"AU";"2";9;NA;NA;NA;"VT";NA;"";NA;NA;NA;NA;"";NA;"hart";NA;"Beide";"auscultatie";NA
2026;"AFAU";"RL";"";"afwijkingen auscultatie longen";"afw.auslo";"B";"";"D";"AU";"2";7;8;NA;"Ronchi zijn expiratoire longgeluiden met een muzikaal karakter. Ze worden onderscheiden in hoogfrequente (fluitende, piepende) en laagfrequente (brommende) ronchi. Crepitaties zijn niet muzikale explosieve, knappende geluiden die met name bij de inspiratie optreden. Wat vroeger 'grofblazige, vochtige rhonchi' werd genoemd heet in de huidige nomenclatuur laag-frequente of grove crepitaties. (Gebaseerd op adviezen 'Commissie Nomenclatuur Longgeluiden, 1991).";"MK";NA;"";NA;NA;NA;NA;"62 - longgeluiden";NA;"long";NA;"Beide";"auscultatie";NA
1438;"YA";"B";"";"Ag. bloedgroep A";"Ag.A";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1439;"YB";"B";"";"Ag. bloedgroep B";"Ag.B";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1440;"YBIA";"B";"";"Ag. bloedgroep Biles";"Ag.Biles";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1441;"YCAR";"B";"";"Ag. bloedgroep Cartwright";"Ag.Cartwr";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1443;"YCEL";"B";"";"Ag. bloedgroep Cellano";"Ag.Cellan";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1445;"YCHI";"B";"";"Ag. bloedgroep Chido";"Ag.Chido";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1447;"YCOA";"B";"";"Ag. bloedgroep Colton a";"Ag.Colt a";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1448;"YCOB";"B";"";"Ag. bloedgroep Colton b";"Ag.Colt b";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1449;"YCST";"B";"";"Ag. bloedgroep Cost";"Ag.Cost";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1452;"YDIE";"B";"";"Ag. bloedgroep Diego";"Ag.Diego";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1453;"YDOA";"B";"";"Ag. bloedgroep Dombrock a";"Ag.Domb a";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1454;"YDOB";"B";"";"Ag. bloedgroep Dombrock b";"Ag.Domb b";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1459;"YFYA";"B";"";"Ag. bloedgroep Duffy a";"Ag.Duff a";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1460;"YFYB";"B";"";"Ag. bloedgroep Duffy b";"Ag.Duff b";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1461;"YG";"B";"";"Ag. bloedgroep G";"Ag.G";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1462;"YGER";"B";"";"Ag. bloedgroep Gerbich";"Ag.Gerbic";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1463;"YGRE";"B";"";"Ag. bloedgroep Gregory";"Ag.Gregor";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1464;"YH";"B";"";"Ag. bloedgroep H";"Ag.H";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1465;"YHY";"B";"";"Ag. bloedgroep Holley";"Ag.Holley";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1466;"YIGR";"B";"";"Ag. bloedgroep I Groot";"Ag.I Groo";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1468;"YIKL";"B";"";"Ag. bloedgroep i klein";"Ag.i klei";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1467;"YIH";"B";"";"Ag. bloedgroep IH";"Ag.IH";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1471;"YJMH";"B";"";"Ag. bloedgroep JMH";"Ag.JMH";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1472;"YJSA";"B";"";"Ag. bloedgroep Js a";"Ag.Js a";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1473;"YJSB";"B";"";"Ag. bloedgroep Js b";"Ag.Js b";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1474;"YKEG";"B";"";"Ag. bloedgroep Kell Groot";"Ag.KellGr";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1475;"YKEK";"B";"";"Ag. bloedgroep Kell klein";"Ag.Kellkl";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1469;"YJKA";"B";"";"Ag. bloedgroep Kidd a";"Ag.Kidd a";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1470;"YJKB";"B";"";"Ag. bloedgroep Kidd b";"Ag.Kidd b";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1476;"YKNA";"B";"";"Ag. bloedgroep Kn a";"Ag.Kn a";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1477;"YKNB";"B";"";"Ag. bloedgroep Kn b";"Ag.Kn b";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1478;"YKPA";"B";"";"Ag. bloedgroep Kp a";"Ag.Kp a";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1479;"YKPB";"B";"";"Ag. bloedgroep Kp b";"Ag.Kp b";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1480;"YLAN";"B";"";"Ag. bloedgroep Lan";"Ag.LAN";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1483;"YLEU";"B";"";"Ag. bloedgroep Leuco";"Ag.Leuco";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1481;"YLEA";"B";"";"Ag. bloedgroep Lewis a";"Ag.Lewi a";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1482;"YLEB";"B";"";"Ag. bloedgroep Lewis b";"Ag.Lewi b";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1484;"YLUA";"B";"";"Ag. bloedgroep Lutheran a";"Ag.Luth a";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1485;"YLUB";"B";"";"Ag. bloedgroep Lutheran b";"Ag.Luth b";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1486;"YM";"B";"";"Ag. bloedgroep M";"Ag.M";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1487;"YMCA";"B";"";"Ag. bloedgroep McCoy A";"Ag.McCo a";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1488;"YMTA";"B";"";"Ag. bloedgroep Mt a";"Ag.Mt a";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1489;"YNA";"B";"";"Ag. bloedgroep N";"Ag.N";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1490;"YP1";"B";"";"Ag. bloedgroep P1";"Ag.P1";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1444;"YCGR";"B";"";"Ag. bloedgroep rhesus C Groot";"Ag.rh.C G";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1446;"YCKL";"B";"";"Ag. bloedgroep rhesus c klein";"Ag.rh.c k";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1442;"YCE";"B";"";"Ag. bloedgroep rhesus Ce";"Ag.rh.Ce";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1450;"YCW";"B";"";"Ag. bloedgroep rhesus Cw";"Ag.rh.Cw";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1451;"YD";"B";"";"Ag. bloedgroep rhesus D";"Ag.rh.D";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1455;"YEGR";"B";"";"Ag. bloedgroep rhesus E Groot";"Ag.rh.E G";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1456;"YEKL";"B";"";"Ag. bloedgroep rhesus e klein";"Ag.rh.e k";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1491;"YRG";"B";"";"Ag. bloedgroep Rodgers";"Ag.Rodger";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1495;"YSGR";"B";"";"Ag. bloedgroep S Groot";"Ag.S Groo";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1496;"YSKL";"B";"";"Ag. bloedgroep s klein";"Ag.s klei";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1492;"YSC1";"B";"";"Ag. bloedgroep Scianna 1";"Ag.Scian1";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1493;"YSC2";"B";"";"Ag. bloedgroep Scianna 2";"Ag.Scian2";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1494;"YSDA";"B";"";"Ag. bloedgroep Sd a";"Ag.Sd a";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1497;"YSW";"B";"";"Ag. bloedgroep Swann";"Ag.Swann";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1498;"YTY1";"B";"";"Ag. bloedgroep type 1";"Ag.type1";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1499;"YTY2";"B";"";"Ag. bloedgroep type 2";"Ag.type2";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1500;"YTY3";"B";"";"Ag. bloedgroep type 3";"Ag.type3";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1501;"YTYP";"B";"";"Ag. bloedgroep typering";"Ag.type";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1502;"YUG";"B";"";"Ag. bloedgroep Ug";"Ag.Ug";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1503;"YVEL";"B";"";"Ag. bloedgroep Vel";"Ag.Vel";"U";"BGRH";"L";"HE";"U";4;40;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1504;"YVG";"B";"";"Ag. bloedgroep Vg";"Ag.Vg";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1505;"YWRA";"B";"";"Ag. bloedgroep Wright";"Ag.Wright";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1506;"YXGA";"B";"";"Ag. bloedgroep Xg a";"Ag.Xg a";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
1507;"YYKA";"B";"";"Ag. bloedgroep York a";"Ag.York a";"U";"BGRH";"L";"HE";"U";4;38;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
709;"O064";"B";"";"agglutinatie";"agglutin";"U";"BSE";"L";"HE";"U";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
35;"ALAT";"B";"";"alanineaminotransferase (ALAT;SGPT)";"ALAT";"B";"";"L";"KC";"1";1;20;NA;NA;"NM";0;"U/l";0;50000;NA;NA;"";NA;"bloed";NA;"Beide";"klinische chemie";NA
36;"ALB";"B";"";"albumine bloed";"albumine";"B";"";"L";"KC";"1";1;23;NA;NA;"NM";0;"g/l";NA;NA;35;50;"";NA;"bloed";NA;"Beide";"klinische chemie";NA
